Mod:Item:MetaData, Localized Name
industrialupgrade:crafting_elements:15, Улучшенный датчик: Термальный
industrialupgrade:crafting_elements:16, Улучшенный контроллер
industrialupgrade:crafting_elements:17, Улучшенный датчик: Репликатор
industrialupgrade:crafting_elements:18, Улучшенный датчик: Земля
industrialupgrade:crafting_elements:19, Улучшенный датчик: Растения
industrialupgrade:crafting_elements:20, Улучшенный электромотор
industrialupgrade:crafting_elements:21, Шаблон датчика
industrialupgrade:crafting_elements:22, Датчик: Геотермальный
industrialupgrade:crafting_elements:23, Шаблон продвинутого датчика
industrialupgrade:crafting_elements:24, Шаблон совершеного датчика
industrialupgrade:crafting_elements:25, Шаблон улучшеного датчика
industrialupgrade:crafting_elements:26, Электрон
industrialupgrade:crafting_elements:27, Датчик: Жидкость
industrialupgrade:crafting_elements:28, Датчик: Иссушитель
industrialupgrade:crafting_elements:29, Датчик: Магнит
industrialupgrade:crafting_elements:30, Датчик: Ночь
industrialupgrade:crafting_elements:31, Датчик: Остаточные продукты реактора
industrialupgrade:crafting_elements:32, Датчик: Пар
industrialupgrade:crafting_elements:33, Датчик: Переработки
industrialupgrade:crafting_elements:34, Датчик: Промывание руд
industrialupgrade:crafting_elements:35, Баллон с опытом
industrialupgrade:crafting_elements:36, Датчик: Радиация
industrialupgrade:crafting_elements:37, Датчик: День
industrialupgrade:crafting_elements:38, Датчик: Температура реактора
industrialupgrade:crafting_elements:39, Датчик: Термальный
industrialupgrade:crafting_elements:40, Дозиметр
industrialupgrade:crafting_elements:41, Дробящий элемент
industrialupgrade:crafting_elements:42, Контроллер
industrialupgrade:crafting_elements:43, Датчик: Бак
industrialupgrade:crafting_elements:44, Датчик: Слот
industrialupgrade:crafting_elements:45, Датчик: Улучшенный бак
industrialupgrade:crafting_elements:46, Пустой баллон
industrialupgrade:crafting_elements:47, Датчик: Двойной слот
industrialupgrade:crafting_elements:48, Датчик: Продвинутый бак
industrialupgrade:crafting_elements:49, Датчик: Тройной слот
industrialupgrade:crafting_elements:50, Датчик: Совершенный бак
industrialupgrade:crafting_elements:51, Датчик: Четверной слот
industrialupgrade:crafting_elements:52, Датчик: Восьмикратный слот
industrialupgrade:crafting_elements:53, Датчик: Руда
industrialupgrade:crafting_elements:54, Датчик: Моб
industrialupgrade:crafting_elements:55, Датчик: Обогащение
industrialupgrade:crafting_elements:56, Датчик: Объединение
industrialupgrade:crafting_elements:57, Датчик: RF
industrialupgrade:crafting_elements:58, Датчик: Репликатор
industrialupgrade:crafting_elements:59, Датчик: Спаунер
industrialupgrade:crafting_elements:60, Датчик: Энергия
industrialupgrade:crafting_elements:61, Датчик: Земля
industrialupgrade:crafting_elements:62, Датчик: Покраска
industrialupgrade:crafting_elements:63, Датчик: Пресс
industrialupgrade:crafting_elements:64, Датчик: Растение
industrialupgrade:crafting_elements:65, Датчик: Синтез пластика
industrialupgrade:crafting_elements:66, Датчик: Улучшение
industrialupgrade:crafting_elements:67, Датчик: Ухудшение
industrialupgrade:crafting_elements:68, Датчик: QE
industrialupgrade:crafting_elements:69, Датчик: Дробитель
industrialupgrade:crafting_elements:70, Нагревательный баллон
industrialupgrade:crafting_elements:71, Датчик: Ветер
industrialupgrade:crafting_elements:72, Охлаждающий баллон
industrialupgrade:crafting_elements:73, Датчик: Плата
industrialupgrade:crafting_elements:74, Датчик: Сплав
industrialupgrade:crafting_elements:75, Датчик: Преобразования
industrialupgrade:crafting_elements:76, Пресс
industrialupgrade:crafting_elements:77, Продвинутый датчик: Пресс
industrialupgrade:crafting_elements:78, Продвинутый датчик: Дробитель
industrialupgrade:crafting_elements:79, Датчик: SE
industrialupgrade:crafting_elements:80, Продвинутый датчик: Ветер
industrialupgrade:crafting_elements:81, Продвинутый датчик: Вода
industrialupgrade:crafting_elements:82, Продвинутый датчик: Геотермальный
industrialupgrade:crafting_elements:83, Продвинутый датчик: Жидкость
industrialupgrade:crafting_elements:84, Продвинутый датчик: Остатков продуктов реактора
industrialupgrade:crafting_elements:85, Продвинутый датчик: Пар
industrialupgrade:crafting_elements:86, Продвинутый датчик: Переработки
industrialupgrade:crafting_elements:87, Продвинутый датчик: Промывание руд
industrialupgrade:crafting_elements:88, Продвинутый датчик: Радиация
industrialupgrade:crafting_elements:89, Продвинутый датчик: Температура реактора
industrialupgrade:crafting_elements:90, Датчик: Беспроводность
industrialupgrade:crafting_elements:91, Продвинутый датчик: Термальный
industrialupgrade:crafting_elements:92, Продвинутый контроллер
industrialupgrade:crafting_elements:93, Продвинутый датчик: Репликатор
industrialupgrade:crafting_elements:94, Продвинутый датчик: Земля
industrialupgrade:crafting_elements:95, Продвинутый датчик: Растения
industrialupgrade:crafting_elements:96, Продвинутый электромотор
industrialupgrade:crafting_elements:97, Противогаз
industrialupgrade:crafting_elements:98, Датчик: Синтез нефти
industrialupgrade:crafting_elements:99, Датчик: Синтез радиации
industrialupgrade:crafting_elements:100, Датчик: Синтез
industrialupgrade:crafting_elements:101, Датчик: Вода
industrialupgrade:crafting_elements:102, Совершенный датчик: Пресс
industrialupgrade:crafting_elements:103, Совершенный датчик: Дробитель
industrialupgrade:crafting_elements:104, Совершенный датчик: Ветер
industrialupgrade:crafting_elements:105, Совершенный датчик: Вода
industrialupgrade:crafting_elements:106, Совершенный датчик: Геотермальный
industrialupgrade:crafting_elements:107, Совершенный датчик: Жидкость
industrialupgrade:crafting_elements:108, Совершенный датчик: Остатков продуктов реактора
industrialupgrade:crafting_elements:109, Совершенный датчик: Пар
industrialupgrade:crafting_elements:110, Совершенный датчик: Переработки
industrialupgrade:crafting_elements:111, Совершенный датчик: Промывание руд
industrialupgrade:crafting_elements:112, Датчик: Воздух
industrialupgrade:crafting_elements:113, Совершенный датчик: Радиация
industrialupgrade:crafting_elements:114, Совершенный датчик: Температура реактора
industrialupgrade:crafting_elements:115, Совершенный датчик: Термальный
industrialupgrade:crafting_elements:116, Совершенный контроллер
industrialupgrade:crafting_elements:117, Совершенный датчик: Репликатор
industrialupgrade:crafting_elements:118, Совершенный датчик: Земля
industrialupgrade:crafting_elements:119, Совершенный датчик: Растения
industrialupgrade:crafting_elements:120, Совершенный электромотор
industrialupgrade:crafting_elements:121, Техническая рыболовная сеть
industrialupgrade:crafting_elements:122, Шаблон трубы
industrialupgrade:crafting_elements:123, Датчик: Выпаривание
industrialupgrade:crafting_elements:124, Датчик: Комбинирование
industrialupgrade:crafting_elements:125, Улучшенный датчик: Экструдер
industrialupgrade:crafting_elements:126, Продвинутый датчик: Экструдер
industrialupgrade:crafting_elements:127, Совершенный датчик: Экструдер
industrialupgrade:crafting_elements:128, Датчик: Крафт
industrialupgrade:crafting_elements:129, Улучшенный датчик: Крафт
industrialupgrade:crafting_elements:130, Продвинутый датчик: Крафт
industrialupgrade:crafting_elements:131, Совершенный датчик: Крафт
industrialupgrade:crafting_elements:132, Датчик: Режущий автомат
industrialupgrade:crafting_elements:133, Улучшенный датчик: Режущий автомат
industrialupgrade:crafting_elements:134, Продвинутый датчик: Режущий автомат
industrialupgrade:crafting_elements:135, Улучшенный датчик: Комбинирование
industrialupgrade:crafting_elements:136, Совершенный датчик: Режущий автомат
industrialupgrade:crafting_elements:137, Обшивка корпуса
industrialupgrade:crafting_elements:138, Улучшенная обшивка корпуса
industrialupgrade:crafting_elements:139, Продвинутая обшивка корпуса
industrialupgrade:crafting_elements:140, Совершенная обшивка корпуса
industrialupgrade:crafting_elements:141, Экстрактор
